	id	week	value
1345	KPI28	31	0.9969426331413493
1346	KPI29	31	253.0
1347	KPI30	31	35.0
1348	KPI31	31	872.0
1349	KPI32	31	0.948678296690642
1350	KPI33	31	0.95375
1351	KPI34	31	0.0
1352	KPI35	31	7.0
1353	KPI36	31	37.0
1354	KPI37	31	0.9594594594594594
1355	KPI38	31	
1356	KPI39	31	1.0
1357	KPI40	31	0.9833333333333334
1358	KPI41	31	1.0
1359	KPI42	31	0.9673533083645444
1360	KPI43	31	1.0
1361	KPI44	31	107.0
1362	KPI45	31	0.912219938722099
1363	KPI46	31	35.0
1364	KPI01	32	1.0
1365	KPI02	32	1.0
1366	KPI03	32	0.969230769
1367	KPI47	32	0.866666667
1368	KPI48	32	1452.0
1369	KPI04	32	18740.0
1370	KPI05	32	196.0
1371	KPI06	32	
1372	KPI08	32	0.7142857142857143
1373	KPI09	32	8884.0
1374	KPI10	32	
1375	KPI11	32	1.0
1376	KPI12	32	0.996410947
1377	KPI13	32	0.771274201
1378	KPI15	32	0.4230769230769231
1379	KPI16	32	
1380	KPI17	32	2625.0
1381	KPI18	32	17433.0
1382	KPI19	32	
1383	KPI20	32	
1384	KPI21	32	0.884565499
1385	KPI22	32	0.7777777777777778
1386	KPI25	32	7118.0
1387	KPI26	32	676.0
1388	KPI27	32	1.0
1389	KPI28	32	0.9969426331413493
1390	KPI29	32	8.0
1391	KPI30	32	35.0
1392	KPI31	32	933.0
1393	KPI32	32	0.981188707691882
1394	KPI33	32	1.5171875
1395	KPI34	32	0.0
1396	KPI35	32	8.0
1397	KPI36	32	48.0
1398	KPI37	32	0.9655172413793104
1399	KPI38	32	
1400	KPI39	32	0.9629629629629629
1401	KPI40	32	0.9583333333333334
1402	KPI41	32	1.0
1403	KPI42	32	0.6678558949785365
1404	KPI43	32	1.0
1405	KPI44	32	114.0
1406	KPI45	32	0.9559685840649406
1407	KPI46	32	156.0
1408	KPI01	33	1.0
1409	KPI02	33	0.98
1410	KPI03	33	1.0
1411	KPI47	33	0.833333333
1412	KPI48	33	3289.0
1413	KPI04	33	21186.0
1414	KPI05	33	220.0
1415	KPI06	33	
1416	KPI08	33	0.5339805825242718
1417	KPI09	33	9898.0
1418	KPI10	33	
1419	KPI11	33	1.0
1420	KPI12	33	0.993675334
1421	KPI13	33	0.88139018
1422	KPI15	33	0.8
1423	KPI16	33	
1424	KPI17	33	3981.0
1425	KPI18	33	15287.0
1426	KPI19	33	
1427	KPI20	33	
1428	KPI21	33	0.96
1429	KPI22	33	0.9375
1430	KPI25	33	10185.0
1431	KPI26	33	38.0
1432	KPI27	33	1.0
1433	KPI28	33	0.9969426331413493
1434	KPI29	33	93.0
1435	KPI30	33	35.0
1436	KPI31	33	1129.0
1437	KPI32	33	0.980725276964959
1438	KPI33	33	1.87875
1439	KPI34	33	0.0
1440	KPI35	33	20.0
1441	KPI36	33	30.0
1442	KPI37	33	1.0
1443	KPI38	33	
1444	KPI39	33	1.0
1445	KPI40	33	0.921875
1446	KPI41	33	1.0
1447	KPI42	33	0.48006134969325154
1448	KPI43	33	1.0
1449	KPI44	33	116.0
1450	KPI45	33	0.9902840045982803
1451	KPI46	33	86.0
1452	KPI01	34	0.97
1453	KPI02	34	0.97
1454	KPI03	34	1.0
1455	KPI47	34	0.81
1456	KPI48	34	10638.0
1457	KPI04	34	28688.0
1458	KPI05	34	5941.0
1459	KPI06	34	
1460	KPI08	34	0.0
1461	KPI09	34	10731.0
1462	KPI10	34	
1463	KPI11	34	2.0
1464	KPI12	34	0.993335185
1465	KPI13	34	0.452427546
1466	KPI15	34	0.25
1467	KPI16	34	
1468	KPI17	34	3825.0
1469	KPI18	34	14829.0
1470	KPI19	34	
1471	KPI20	34	
1472	KPI21	34	0.969238001
1473	KPI22	34	1.0
1474	KPI25	34	8478.0
1475	KPI26	34	6917.0
1476	KPI27	34	1.0
1477	KPI28	34	0.9959701710220102
1478	KPI29	34	167.0
1479	KPI30	34	5.0
1480	KPI31	34	1282.0
1481	KPI32	34	0.96758005871806
1482	KPI33	34	2.0
1483	KPI34	34	0.0
1484	KPI35	34	
1485	KPI36	34	
1486	KPI37	34	
1487	KPI38	34	
1488	KPI39	34	1.0
1489	KPI40	34	0.9545454545454546
1490	KPI41	34	1.0
1491	KPI42	34	0.95
1492	KPI43	34	1.0
1493	KPI44	34	118.0
1494	KPI45	34	0.9909747399460663
1495	KPI46	34	92.0
1496	KPI01	35	0.964912281
1497	KPI02	35	1.0
1498	KPI03	35	0.987179487
1499	KPI47	35	1.0
1500	KPI48	35	23137.0
1501	KPI04	35	51574.0
1502	KPI05	35	1994.0
1503	KPI06	35	
1504	KPI08	35	0.02976190476190476
1505	KPI09	35	10848.0
1506	KPI10	35	
1507	KPI11	35	0.0
1508	KPI12	35	0.987438558
1509	KPI13	35	0.672935103
1510	KPI15	35	0.8823529411764706
1511	KPI16	35	
1512	KPI17	35	3738.0
1513	KPI18	35	11119.0
1514	KPI19	35	
1515	KPI20	35	
1516	KPI21	35	0.980743982
1517	KPI22	35	0.888888889
1518	KPI25	35	12684.0
1519	KPI26	35	2345.0
1520	KPI27	35	1.0
1521	KPI28	35	0.9962185017325405
1522	KPI29	35	56.0
1523	KPI30	35	7.0
1524	KPI31	35	572.0
1525	KPI32	35	0.983017395018632
1526	KPI33	35	1.8078125
1527	KPI34	35	0.0
1528	KPI35	35	30.0
1529	KPI36	35	11.0
1530	KPI37	35	0.978723404
1531	KPI38	35	
1532	KPI39	35	1.0
1533	KPI40	35	1.0
1534	KPI41	35	1.0
1535	KPI42	35	0.89937106918239
1536	KPI43	35	1.0
1537	KPI44	35	119.0
1538	KPI45	35	0.7879810309770949
1539	KPI46	35	39.0
1540	KPI01	36	
1541	KPI02	36	
1542	KPI03	36	
1543	KPI47	36	
1544	KPI48	36	
1545	KPI04	36	
1546	KPI05	36	
1547	KPI06	36	
1548	KPI08	36	
1549	KPI09	36	
1550	KPI10	36	
1551	KPI11	36	
1552	KPI12	36	
1553	KPI13	36	
1554	KPI15	36	
1555	KPI16	36	
1556	KPI17	36	
1557	KPI18	36	
1558	KPI19	36	
1559	KPI20	36	
1560	KPI21	36	
1561	KPI22	36	
1562	KPI25	36	
1563	KPI26	36	
1564	KPI27	36	
1565	KPI28	36	
1566	KPI29	36	
1567	KPI30	36	
1568	KPI31	36	
1569	KPI32	36	
1570	KPI33	36	
1571	KPI34	36	
1572	KPI35	36	
1573	KPI36	36	
1574	KPI37	36	
1575	KPI38	36	
1576	KPI39	36	
1577	KPI40	36	
1578	KPI41	36	
1579	KPI42	36	
1580	KPI43	36	
1581	KPI44	36	
1582	KPI45	36	
1583	KPI46	36	
1584	KPI01	37	
1585	KPI02	37	
1586	KPI03	37	
1587	KPI47	37	
1588	KPI48	37	
1589	KPI04	37	
1590	KPI05	37	
1591	KPI06	37	
1592	KPI08	37	
1593	KPI09	37	
1594	KPI10	37	
1595	KPI11	37	
1596	KPI12	37	
1597	KPI13	37	
1598	KPI15	37	
1599	KPI16	37	
1600	KPI17	37	
1601	KPI18	37	
1602	KPI19	37	
1603	KPI20	37	
1604	KPI21	37	
1605	KPI22	37	
1606	KPI25	37	
1607	KPI26	37	
1608	KPI27	37	
1609	KPI28	37	
1610	KPI29	37	
1611	KPI30	37	
1612	KPI31	37	
1613	KPI32	37	
1614	KPI33	37	
1615	KPI34	37	
1616	KPI35	37	
1617	KPI36	37	
1618	KPI37	37	
1619	KPI38	37	
1620	KPI39	37	
1621	KPI40	37	
1622	KPI41	37	
1623	KPI42	37	
1624	KPI43	37	
1625	KPI44	37	
1626	KPI45	37	
1627	KPI46	37	
1628	KPI01	38	
1629	KPI02	38	
1630	KPI03	38	
1631	KPI47	38	
1632	KPI48	38	
1633	KPI04	38	
1634	KPI05	38	
1635	KPI06	38	
1636	KPI08	38	
1637	KPI09	38	
1638	KPI10	38	
1639	KPI11	38	
1640	KPI12	38	
1641	KPI13	38	
1642	KPI15	38	
1643	KPI16	38	
1644	KPI17	38	
1645	KPI18	38	
1646	KPI19	38	
1647	KPI20	38	
1648	KPI21	38	
1649	KPI22	38	
1650	KPI25	38	
1651	KPI26	38	
1652	KPI27	38	
1653	KPI28	38	
1654	KPI29	38	
1655	KPI30	38	
1656	KPI31	38	
1657	KPI32	38	
1658	KPI33	38	
1659	KPI34	38	
1660	KPI35	38	
1661	KPI36	38	
1662	KPI37	38	
1663	KPI38	38	
1664	KPI39	38	
1665	KPI40	38	
1666	KPI41	38	
1667	KPI42	38	
1668	KPI43	38	
1669	KPI44	38	
1670	KPI45	38	
1671	KPI46	38	
1672	KPI01	39	
1673	KPI02	39	
1674	KPI03	39	
1675	KPI47	39	
1676	KPI48	39	
1677	KPI04	39	
1678	KPI05	39	
1679	KPI06	39	
1680	KPI08	39	
1681	KPI09	39	
1682	KPI10	39	
1683	KPI11	39	
1684	KPI12	39	
1685	KPI13	39	
1686	KPI15	39	
1687	KPI16	39	
1688	KPI17	39	
1689	KPI18	39	
1690	KPI19	39	
1691	KPI20	39	
1692	KPI21	39	
1693	KPI22	39	
1694	KPI25	39	
1695	KPI26	39	
1696	KPI27	39	
1697	KPI28	39	
1698	KPI29	39	
1699	KPI30	39	
1700	KPI31	39	
1701	KPI32	39	
1702	KPI33	39	
1703	KPI34	39	
1704	KPI35	39	
1705	KPI36	39	
1706	KPI37	39	
1707	KPI38	39	
1708	KPI39	39	
1709	KPI40	39	
1710	KPI41	39	
1711	KPI42	39	
1712	KPI43	39	
1713	KPI44	39	
1714	KPI45	39	
1715	KPI46	39	
1716	KPI01	40	
1717	KPI02	40	
1718	KPI03	40	
1719	KPI47	40	
1720	KPI48	40	
1721	KPI04	40	
1722	KPI05	40	
1723	KPI06	40	
1724	KPI08	40	
1725	KPI09	40	
1726	KPI10	40	
1727	KPI11	40	
1728	KPI12	40	
1729	KPI13	40	
1730	KPI15	40	
1731	KPI16	40	
1732	KPI17	40	
1733	KPI18	40	
1734	KPI19	40	
1735	KPI20	40	
1736	KPI21	40	
1737	KPI22	40	
1738	KPI25	40	
1739	KPI26	40	
1740	KPI27	40	
1741	KPI28	40	
1742	KPI29	40	
1743	KPI30	40	
1744	KPI31	40	
1745	KPI32	40	
1746	KPI33	40	
1747	KPI34	40	
1748	KPI35	40	
1749	KPI36	40	
1750	KPI37	40	
1751	KPI38	40	
1752	KPI39	40	
1753	KPI40	40	
1754	KPI41	40	
1755	KPI42	40	
1756	KPI43	40	
1757	KPI44	40	
1758	KPI45	40	
1759	KPI46	40	
1760	KPI01	41	
1761	KPI02	41	
1762	KPI03	41	
1763	KPI47	41	
1764	KPI48	41	
1765	KPI04	41	
1766	KPI05	41	
1767	KPI06	41	
1768	KPI08	41	
1769	KPI09	41	
1770	KPI10	41	
1771	KPI11	41	
1772	KPI12	41	
1773	KPI13	41	
1774	KPI15	41	
1775	KPI16	41	
1776	KPI17	41	
1777	KPI18	41	
1778	KPI19	41	
1779	KPI20	41	
1780	KPI21	41	
1781	KPI22	41	
1782	KPI25	41	
1783	KPI26	41	
1784	KPI27	41	
1785	KPI28	41	
1786	KPI29	41	
1787	KPI30	41	
1788	KPI31	41	
1789	KPI32	41	
1790	KPI33	41	
1791	KPI34	41	
1792	KPI35	41	
1793	KPI36	41	
1794	KPI37	41	
1795	KPI38	41	
1796	KPI39	41	
1797	KPI40	41	
1798	KPI41	41	
1799	KPI42	41	
1800	KPI43	41	
1801	KPI44	41	
1802	KPI45	41	
1803	KPI46	41	
1804	KPI01	42	
1805	KPI02	42	
1806	KPI03	42	
1807	KPI47	42	
1808	KPI48	42	
1809	KPI04	42	
1810	KPI05	42	
1811	KPI06	42	
1812	KPI08	42	
1813	KPI09	42	
1814	KPI10	42	
1815	KPI11	42	
1816	KPI12	42	
1817	KPI13	42	
1818	KPI15	42	
1819	KPI16	42	
1820	KPI17	42	
1821	KPI18	42	
1822	KPI19	42	
1823	KPI20	42	
1824	KPI21	42	
1825	KPI22	42	
1826	KPI25	42	
1827	KPI26	42	
1828	KPI27	42	
1829	KPI28	42	
1830	KPI29	42	
1831	KPI30	42	
1832	KPI31	42	
1833	KPI32	42	
1834	KPI33	42	
1835	KPI34	42	
1836	KPI35	42	
1837	KPI36	42	
1838	KPI37	42	
1839	KPI38	42	
1840	KPI39	42	
1841	KPI40	42	
1842	KPI41	42	
1843	KPI42	42	
1844	KPI43	42	
1845	KPI44	42	
1846	KPI45	42	
1847	KPI46	42	
1848	KPI01	43	
1849	KPI02	43	
1850	KPI03	43	
1851	KPI47	43	
1852	KPI48	43	
1853	KPI04	43	
1854	KPI05	43	
1855	KPI06	43	
1856	KPI08	43	
1857	KPI09	43	
1858	KPI10	43	
1859	KPI11	43	
1860	KPI12	43	
1861	KPI13	43	
1862	KPI15	43	
1863	KPI16	43	
1864	KPI17	43	
1865	KPI18	43	
1866	KPI19	43	
1867	KPI20	43	
1868	KPI21	43	
1869	KPI22	43	
1870	KPI25	43	
1871	KPI26	43	
1872	KPI27	43	
1873	KPI28	43	
1874	KPI29	43	
1875	KPI30	43	
1876	KPI31	43	
1877	KPI32	43	
1878	KPI33	43	
1879	KPI34	43	
1880	KPI35	43	
1881	KPI36	43	
1882	KPI37	43	
1883	KPI38	43	
1884	KPI39	43	
1885	KPI40	43	
1886	KPI41	43	
1887	KPI42	43	
1888	KPI43	43	
1889	KPI44	43	
1890	KPI45	43	
1891	KPI46	43	
1892	KPI01	44	
1893	KPI02	44	
1894	KPI03	44	
1895	KPI47	44	
1896	KPI48	44	
1897	KPI04	44	
1898	KPI05	44	
1899	KPI06	44	
1900	KPI08	44	
1901	KPI09	44	
1902	KPI10	44	
1903	KPI11	44	
1904	KPI12	44	
1905	KPI13	44	
1906	KPI15	44	
1907	KPI16	44	
1908	KPI17	44	
1909	KPI18	44	
1910	KPI19	44	
1911	KPI20	44	
1912	KPI21	44	
1913	KPI22	44	
1914	KPI25	44	
1915	KPI26	44	
1916	KPI27	44	
1917	KPI28	44	
1918	KPI29	44	
1919	KPI30	44	
1920	KPI31	44	
1921	KPI32	44	
1922	KPI33	44	
1923	KPI34	44	
1924	KPI35	44	
1925	KPI36	44	
1926	KPI37	44	
1927	KPI38	44	
1928	KPI39	44	
1929	KPI40	44	
1930	KPI41	44	
1931	KPI42	44	
1932	KPI43	44	
1933	KPI44	44	
1934	KPI45	44	
1935	KPI46	44	
1936	KPI01	45	
1937	KPI02	45	
1938	KPI03	45	
1939	KPI47	45	
1940	KPI48	45	
1941	KPI04	45	
1942	KPI05	45	
1943	KPI06	45	
1944	KPI08	45	
1945	KPI09	45	
1946	KPI10	45	
1947	KPI11	45	
1948	KPI12	45	
1949	KPI13	45	
1950	KPI15	45	
1951	KPI16	45	
1952	KPI17	45	
1953	KPI18	45	
1954	KPI19	45	
1955	KPI20	45	
1956	KPI21	45	
1957	KPI22	45	
1958	KPI25	45	
1959	KPI26	45	
1960	KPI27	45	
1961	KPI28	45	
1962	KPI29	45	
1963	KPI30	45	
1964	KPI31	45	
1965	KPI32	45	
1966	KPI33	45	
1967	KPI34	45	
1968	KPI35	45	
1969	KPI36	45	
1970	KPI37	45	
1971	KPI38	45	
1972	KPI39	45	
1973	KPI40	45	
1974	KPI41	45	
1975	KPI42	45	
1976	KPI43	45	
1977	KPI44	45	
1978	KPI45	45	
1979	KPI46	45	
1980	KPI01	46	
1981	KPI02	46	
1982	KPI03	46	
1983	KPI47	46	
1984	KPI48	46	
1985	KPI04	46	
1986	KPI05	46	
1987	KPI06	46	
1988	KPI08	46	
1989	KPI09	46	
1990	KPI10	46	
1991	KPI11	46	
1992	KPI12	46	
1993	KPI13	46	
1994	KPI15	46	
1995	KPI16	46	
1996	KPI17	46	
1997	KPI18	46	
1998	KPI19	46	
1999	KPI20	46	
2000	KPI21	46	
2001	KPI22	46	
2002	KPI25	46	
2003	KPI26	46	
2004	KPI27	46	
2005	KPI28	46	
2006	KPI29	46	
2007	KPI30	46	
2008	KPI31	46	
2009	KPI32	46	
2010	KPI33	46	
2011	KPI34	46	
2012	KPI35	46	
2013	KPI36	46	
2014	KPI37	46	
2015	KPI38	46	
2016	KPI39	46	
2017	KPI40	46	
2018	KPI41	46	
2019	KPI42	46	
2020	KPI43	46	
2021	KPI44	46	
2022	KPI45	46	
2023	KPI46	46	
2024	KPI01	47	
2025	KPI02	47	
2026	KPI03	47	
2027	KPI47	47	
2028	KPI48	47	
2029	KPI04	47	
2030	KPI05	47	
2031	KPI06	47	
2032	KPI08	47	
2033	KPI09	47	
2034	KPI10	47	
2035	KPI11	47	
2036	KPI12	47	
2037	KPI13	47	
2038	KPI15	47	
2039	KPI16	47	
2040	KPI17	47	
2041	KPI18	47	
2042	KPI19	47	
2043	KPI20	47	
2044	KPI21	47	
2045	KPI22	47	
2046	KPI25	47	
2047	KPI26	47	
2048	KPI27	47	
2049	KPI28	47	
2050	KPI29	47	
2051	KPI30	47	
2052	KPI31	47	
2053	KPI32	47	
2054	KPI33	47	
2055	KPI34	47	
2056	KPI35	47	
2057	KPI36	47	
2058	KPI37	47	
2059	KPI38	47	
2060	KPI39	47	
2061	KPI40	47	
2062	KPI41	47	
2063	KPI42	47	
2064	KPI43	47	
2065	KPI44	47	
2066	KPI45	47	
2067	KPI46	47	
2068	KPI01	48	
2069	KPI02	48	
2070	KPI03	48	
2071	KPI47	48	
2072	KPI48	48	
2073	KPI04	48	
2074	KPI05	48	
2075	KPI06	48	
2076	KPI08	48	
2077	KPI09	48	
2078	KPI10	48	
2079	KPI11	48	
2080	KPI12	48	
2081	KPI13	48	
2082	KPI15	48	
2083	KPI16	48	
2084	KPI17	48	
2085	KPI18	48	
2086	KPI19	48	
2087	KPI20	48	
2088	KPI21	48	
2089	KPI22	48	
2090	KPI25	48	
2091	KPI26	48	
2092	KPI27	48	
2093	KPI28	48	
2094	KPI29	48	
2095	KPI30	48	
2096	KPI31	48	
2097	KPI32	48	
2098	KPI33	48	
2099	KPI34	48	
2100	KPI35	48	
2101	KPI36	48	
2102	KPI37	48	
2103	KPI38	48	
2104	KPI39	48	
2105	KPI40	48	
2106	KPI41	48	
2107	KPI42	48	
2108	KPI43	48	
2109	KPI44	48	
2110	KPI45	48	
2111	KPI46	48	
2112	KPI01	49	
2113	KPI02	49	
2114	KPI03	49	
2115	KPI47	49	
2116	KPI48	49	
2117	KPI04	49	
2118	KPI05	49	
2119	KPI06	49	
2120	KPI08	49	
2121	KPI09	49	
2122	KPI10	49	
2123	KPI11	49	
2124	KPI12	49	
2125	KPI13	49	
2126	KPI15	49	
2127	KPI16	49	
2128	KPI17	49	
2129	KPI18	49	
2130	KPI19	49	
2131	KPI20	49	
2132	KPI21	49	
2133	KPI22	49	
2134	KPI25	49	
2135	KPI26	49	
2136	KPI27	49	
2137	KPI28	49	
2138	KPI29	49	
2139	KPI30	49	
2140	KPI31	49	
2141	KPI32	49	
2142	KPI33	49	
2143	KPI34	49	
2144	KPI35	49	
2145	KPI36	49	
2146	KPI37	49	
2147	KPI38	49	
2148	KPI39	49	
2149	KPI40	49	
2150	KPI41	49	
2151	KPI42	49	
2152	KPI43	49	
2153	KPI44	49	
2154	KPI45	49	
2155	KPI46	49	
2156	KPI01	50	
2157	KPI02	50	
2158	KPI03	50	
2159	KPI47	50	
2160	KPI48	50	
2161	KPI04	50	
2162	KPI05	50	
2163	KPI06	50	
2164	KPI08	50	
2165	KPI09	50	
2166	KPI10	50	
2167	KPI11	50	
2168	KPI12	50	
2169	KPI13	50	
2170	KPI15	50	
2171	KPI16	50	
2172	KPI17	50	
2173	KPI18	50	
2174	KPI19	50	
2175	KPI20	50	
2176	KPI21	50	
2177	KPI22	50	
2178	KPI25	50	
2179	KPI26	50	
2180	KPI27	50	
2181	KPI28	50	
2182	KPI29	50	
2183	KPI30	50	
2184	KPI31	50	
2185	KPI32	50	
2186	KPI33	50	
2187	KPI34	50	
2188	KPI35	50	
2189	KPI36	50	
2190	KPI37	50	
2191	KPI38	50	
2192	KPI39	50	
2193	KPI40	50	
2194	KPI41	50	
2195	KPI42	50	
2196	KPI43	50	
2197	KPI44	50	
2198	KPI45	50	
2199	KPI46	50	
2200	KPI01	51	
2201	KPI02	51	
2202	KPI03	51	
2203	KPI47	51	
2204	KPI48	51	
2205	KPI04	51	
2206	KPI05	51	
2207	KPI06	51	
2208	KPI08	51	
2209	KPI09	51	
2210	KPI10	51	
2211	KPI11	51	
2212	KPI12	51	
2213	KPI13	51	
2214	KPI15	51	
2215	KPI16	51	
2216	KPI17	51	
2217	KPI18	51	
2218	KPI19	51	
2219	KPI20	51	
2220	KPI21	51	
2221	KPI22	51	
2222	KPI25	51	
2223	KPI26	51	
2224	KPI27	51	
2225	KPI28	51	
2226	KPI29	51	
2227	KPI30	51	
2228	KPI31	51	
2229	KPI32	51	
2230	KPI33	51	
2231	KPI34	51	
2232	KPI35	51	
2233	KPI36	51	
2234	KPI37	51	
2235	KPI38	51	
2236	KPI39	51	
2237	KPI40	51	
2238	KPI41	51	
2239	KPI42	51	
2240	KPI43	51	
2241	KPI44	51	
2242	KPI45	51	
2243	KPI46	51	
